,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
5443,569017002439761920,neutral,1.0,,,Southwest,,JohnDePetroshow,,0,at troubadour with  .,,2015-02-20 22:13:19 -0800,"Rhode Island ,Mass,CT",Eastern Time (US & Canada)
5444,569008329038524417,neutral,1.0,,,Southwest,,ThePeachReview,,0,"Hey there, can you follow us so we can DM you a question :) 😁",,2015-02-20 21:38:51 -0800,"Atlanta, GA",
5453,568988406476189696,neutral,0.7172,,0.0,Southwest,,hivethrive,,0,Salted or honey roasted? I vote to bring back the salted peanuts. I dread a year of the honey roasted!😖,,2015-02-20 20:19:42 -0800,,
5454,568987434051989504,neutral,0.6629999999999999,,0.0,Southwest,,saminalice,,0,- did SWA send out customer surveys to earn $100 toward flights? Is this legit?,,2015-02-20 20:15:50 -0800,,
5455,568984950709432320,neutral,0.6752,,0.0,Southwest,,MinderJoan,,0,I met my twitter friend waiting outside the Troubadour,,2015-02-20 20:05:58 -0800,,Eastern Time (US & Canada)
5456,568981498046623744,neutral,1.0,,,Southwest,,OneDNP,,0,Do you still offer discounts on seats for children under 2? We would rather put him in a seat than in a lap!,,2015-02-20 19:52:14 -0800,"Kentucky, USA",Eastern Time (US & Canada)
5460,568975192615223296,neutral,0.6535,,0.0,Southwest,,mmillanjr,,0,it was 3472,,2015-02-20 19:27:11 -0800,,
5462,568974008076652545,neutral,0.7066,,0.0,Southwest,,katieaune,,0,how do I find travel funds I have available to use f/ past changed flights? don't see an option in my account.,,2015-02-20 19:22:29 -0800,Chicago,Central Time (US & Canada)
5465,568971449815289856,neutral,0.6627,,0.0,Southwest,,SebastianAC,,0,"my father was kind enough to offer to pay for a hotel, but I can't use this coupon if he pays from FL. no help?",,2015-02-20 19:12:19 -0800,"Philadelphia, PA",Quito
5473,568962547891736576,neutral,0.6904,,,Southwest,,Landon_ChaseTx,,0,booked the 8th.... Save me an emergency exit... Gotta stretch out,,2015-02-20 18:36:56 -0800,FORT WORTH TEXAS! ,Central Time (US & Canada)
5478,568956596862066688,neutral,0.6739,,0.0,Southwest,,ThomRegan,,0,"I think that flight was supposed to go to Houston as well, in case someone could check that?",,2015-02-20 18:13:18 -0800,"USA, USA!",Eastern Time (US & Canada)
5487,568949828518084608,neutral,0.6701,,0.0,Southwest,,terrifictoria,,0,-17mph winds and would do anything to be in Florida right now.. help a sister out!!,,2015-02-20 17:46:24 -0800,,Quito
5488,568949312098476032,neutral,1.0,,,Southwest,,vanessamarie18_,,0,take me here,,2015-02-20 17:44:21 -0800,"  || san antonio, texas||",Eastern Time (US & Canada)
5489,568949199779155968,neutral,0.6667,,,Southwest,,4jlessad,,0,"my son is flying South West from NOLA-Orlando, hope to enter for him to win this contest",,2015-02-20 17:43:54 -0800,"Winter Park, FL ",Atlantic Time (Canada)
5492,568947596242235392,neutral,0.6654,,0.0,Southwest,,El_Cinco_Cinco,,0,no her lunch was over by the time she got her call answered,,2015-02-20 17:37:32 -0800,,Pacific Time (US & Canada)
5505,568942133698146306,neutral,1.0,,,Southwest,,I_D_Girl,,0,is the contest over for Destination Dragons? I want to try to do everything I can to go.,,2015-02-20 17:15:49 -0800,¢нιℓℓιи αт αи ιD ¢σи¢єят,
5507,568938023439765504,neutral,0.6771,,,Southwest,,notebookgrail,,0,So the upcoming RR changes/Deval is trying to tell me not to fly southwest anymore because i am loyal so far. i get it.,,2015-02-20 16:59:29 -0800,,
5508,568937199145783297,neutral,1.0,,,Southwest,,stacymichael14,,0,traveling 2bwi nMaryland 2morrw any chance the flight being Cancelled Flightled to inclement weather? Any chance can get earlier flight,,2015-02-20 16:56:13 -0800,,
5511,568929816797323265,neutral,0.6522,,0.0,Southwest,,davidgoodson71,,1,just do it that easy,,2015-02-20 16:26:53 -0800,,
5515,568929641756368896,neutral,0.6447,,0.0,Southwest,,NicoleAndreas,,0,how can customers get in touch with you internationally from Mexico for lost baggage,,2015-02-20 16:26:11 -0800,"Austin, TX",Eastern Time (US & Canada)
5516,568929490929377281,neutral,1.0,,,Southwest,,TheRealMzMack,,0,"$192 rndtrp 4/30-5/5 \"" RT  If you're trying to make travel reservations for Vegas on May 2nd it's too Late Flight\""",,2015-02-20 16:25:35 -0800,Where You Wanna Be,Central Time (US & Canada)
5522,568926306496172032,neutral,1.0,,,Southwest,,ken_randolph,,0,How's life @ the NOC?,,2015-02-20 16:12:56 -0800,,
5523,568925938840240128,neutral,1.0,,,Southwest,,FuyukaiDesuYo,,0,I will tell marry a lamp if you give me tickets to the Vegas show please I am desperate,,2015-02-20 16:11:28 -0800,,
5524,568925711077117953,neutral,1.0,,,Southwest,,fair_island,,0,Are there any current promotions/codes for Nashville-Denver? Thank you!,,2015-02-20 16:10:34 -0800,Somewhere in Tennessee,Quito
5525,568925579933671424,neutral,1.0,,,Southwest,,CeCeTheCeo,,0,fly 3 roundtrip  to and from  between 2/15 and 5/17 and get a companion pass for the year,,2015-02-20 16:10:03 -0800,Atlanta,Eastern Time (US & Canada)
5529,568919211357048832,neutral,1.0,,,Southwest,,sick_beat_swift,,0,OMG OMG OMG !!! I JUST DID!!,,2015-02-20 15:44:44 -0800,,
5532,568915536844759040,neutral,1.0,,,Southwest,,didieraur,,0,tweet just popped up on my phone with  follows. Missing my favorite Southwest pilot and brother.,"[35.12084166, -89.84738331]",2015-02-20 15:30:08 -0800,"Memphis, Tennessee",Central Time (US & Canada)
5533,568914672826474496,neutral,0.6747,,0.0,Southwest,,mcyoung2,,0,do you have special fares for students to visit prospective schools?  It's expensive to visit graduate programs.,,2015-02-20 15:26:42 -0800,ILLINOIS,Mountain Time (US & Canada)
5534,568913643779203073,neutral,1.0,,,Southwest,,FuyukaiDesuYo,,0,I would be eternally grateful for tickets to the Vegas show ( ͡° ͜ʖ ͡°) God bless,,2015-02-20 15:22:37 -0800,,
5537,568913346675613696,neutral,1.0,,,Southwest,,FuyukaiDesuYo,,0,PLEASE HELP! I would die to see the Vegas show! It would be amazing to hear their songs for real!,,2015-02-20 15:21:26 -0800,,
5538,568913108153946112,neutral,0.3384,,0.0,Southwest,,FuyukaiDesuYo,,0,I need Imagine Dragons like I need air..... PLEASE HOOM ME UP FOR THE VEGAS SHOW ( ͡° ͜ʖ ͡°),,2015-02-20 15:20:29 -0800,,
5539,568911873438920705,neutral,0.6444,,,Southwest,,FuyukaiDesuYo,,0,I am committed okay please hook me up for,,2015-02-20 15:15:35 -0800,,
5542,568910702070534144,neutral,0.682,,0.0,Southwest,,FuyukaiDesuYo,,0,I would sell my nonexistent soul to go see,,2015-02-20 15:10:55 -0800,,
5543,568908838784475136,neutral,0.6526,,,Southwest,,NinaDESell,,0,this job interferes w/Ellen Show & concerts! will alway treasure my  experience!,,2015-02-20 15:03:31 -0800,,
5546,568906176353554432,neutral,1.0,,,Southwest,,dc816,,0,has posted flight schedule covering the date range of  23,,2015-02-20 14:52:56 -0800,"Kansas City, MO, USA",Central Time (US & Canada)
5554,568895164577685504,neutral,1.0,,,Southwest,,GEOFFWOAD69,,0,LACMA on Fairfax.,,2015-02-20 14:09:11 -0800,,
5559,568894224738856961,neutral,0.68,,0.0,Southwest,,chadlacalamita,,0,aren't you based in Chicago? Why are you doing a hunt in LA and not your home city????!! Please bring one home,,2015-02-20 14:05:27 -0800,,
5561,568893498193158144,neutral,1.0,,,Southwest,,tracy_edes,,0,when will you have flight from DAL to PVD?,,2015-02-20 14:02:34 -0800,,
5564,568892942770786304,neutral,1.0,,,Southwest,,royvergara,,0,any spare tickets for Vegas? Would be forever grateful!,,2015-02-20 14:00:21 -0800,"Las Vegas, NV",Pacific Time (US & Canada)
5565,568892540889509888,neutral,0.6604,,,Southwest,,miamicocount,,0,if only that was me! 😍,"[40.2376266, -74.9171435]",2015-02-20 13:58:45 -0800,"Philadelphia, PA",
5567,568891084107087872,neutral,1.0,,,Southwest,,Jennsaint8,,0,any chance they will change this to include Northeast airports?  JetBlue has.,,2015-02-20 13:52:58 -0800,,
5570,568889116399525888,neutral,1.0,,,Southwest,,sammi_jon3s,,2,please....can I have the last tickets for me and my best friend to,,2015-02-20 13:45:09 -0800,,
5573,568888508703752194,neutral,1.0,,,Southwest,,livvyports16,,1,"I saw ppl were winning tickets still, how do we win some?",,2015-02-20 13:42:44 -0800,,
5575,568885499986874369,neutral,0.6633,,,Southwest,,LyndaTCorrea,,0,go  go!,,2015-02-20 13:30:47 -0800,Washington DC via L.A. ,Pacific Time (US & Canada)
5576,568885007646740480,neutral,1.0,,,Southwest,,itsangieohyeah,,0,please please please,,2015-02-20 13:28:49 -0800,Dodger Stadium | Disneyland,Pacific Time (US & Canada)
5578,568884731489562624,neutral,0.6667,,,Southwest,,franks105,,0,5 min away!,,2015-02-20 13:27:44 -0800,Hogwarts,Pacific Time (US & Canada)
5582,568883981371846656,neutral,1.0,,,Southwest,,itsangieohyeah,,0,8 mins!!!,,2015-02-20 13:24:45 -0800,Dodger Stadium | Disneyland,Pacific Time (US & Canada)
5583,568883827218763777,neutral,1.0,,,Southwest,,chemasilvaurban,,0,is there a route to flight from Mexico City to Chicago midway using your services?,,2015-02-20 13:24:08 -0800,,
5585,568883124517494784,neutral,1.0,,,Southwest,,erin_christman,,0,how many are left?!,,2015-02-20 13:21:20 -0800,TX | CA,Central Time (US & Canada)
5590,568880408701435904,neutral,1.0,,,Southwest,,itsangieohyeah,,0,I'm on the 110 lol has anyone arrived yet??,,2015-02-20 13:10:33 -0800,Dodger Stadium | Disneyland,Pacific Time (US & Canada)
5591,568880146284982272,neutral,0.6875,,0.0,Southwest,,ThomRegan,,0,"left behind iPad Air on flight 505 from Bradley to BWI, plane had already left by the time I realized. Can you possibly help?",,2015-02-20 13:09:30 -0800,"USA, USA!",Eastern Time (US & Canada)
5592,568880082606911488,neutral,0.6505,,,Southwest,,franks105,,0,how many left?! I'm 15 min wway,,2015-02-20 13:09:15 -0800,Hogwarts,Pacific Time (US & Canada)
5594,568879053496655872,neutral,1.0,,,Southwest,,MsPersia,,0,I cannot DM you as you do not follow me.,,2015-02-20 13:05:10 -0800,San Francisco,Pacific Time (US & Canada)
5597,568878319074029568,neutral,1.0,,,Southwest,,itsangieohyeah,,0,I'm 30 mins out WAIT FOR ME😭😭😭,,2015-02-20 13:02:15 -0800,Dodger Stadium | Disneyland,Pacific Time (US & Canada)
5598,568878244331696128,neutral,0.6777,,,Southwest,,andiecrombie,,0,get me on flight 4146 to denver and I'll be more than happy !!!!!,,2015-02-20 13:01:57 -0800,Dirty South Jerz,Eastern Time (US & Canada)
5599,568876836324638720,neutral,0.6667,,,Southwest,,Leahey09,,0,will there a non-stop flight from Midway to Boise for this summer season? Looking to book at labor day trip.  Ty,,2015-02-20 12:56:21 -0800,"Chicago, IL",Central Time (US & Canada)
5601,568875674552807425,neutral,0.6737,,0.0,Southwest,,EamonFI,,0,can one use a companion pass w/ a points Flight Booking Problems or is it only cash fares? Thx!,,2015-02-20 12:51:44 -0800,San Francisco,Quito
5602,568874435907682304,neutral,1.0,,,Southwest,,kiwi_loves_you_,,0,IM NOT THO 😭😭💔💔💔💔💔💔💔,,2015-02-20 12:46:49 -0800,,
5613,568860857326637056,neutral,0.624,,,Southwest,,Normthompsonsr,,0,when is the next flight with free cocktails ?,,2015-02-20 11:52:51 -0800,yuma az,Eastern Time (US & Canada)
5615,568858239372103680,neutral,0.6563,,,Southwest,,patrickisarobot,,0,"okay thank you :), also I did get a tweet earlier about 1.5 hrs ago saying I won & should send a DM but then it was deleted?",,2015-02-20 11:42:27 -0800,In my mind,Mountain Time (US & Canada)
5618,568856905445199872,neutral,1.0,,,Southwest,,asianmegan,,0,"I have a credit that expires a month before my flight, is there any possible way I can have that extended?",,2015-02-20 11:37:09 -0800,Sittin on the dock of the bay ,Eastern Time (US & Canada)
5620,568856823048089600,neutral,1.0,,,Southwest,,MattWalljasper,,0,I have a question re: your ATL companion pass offer. I know I need 3 revenue flight roundtrips. What's a revenue flight? thnx,,2015-02-20 11:36:50 -0800,"Atlanta, GA",Eastern Time (US & Canada)
5622,568855357923074049,neutral,0.6482,,,Southwest,,TeddyLyngaas,,0,How can I refer a friend for the Southwest Credit card for points?,,2015-02-20 11:31:00 -0800,"Milwaukee, WI",Central Time (US & Canada)
5623,568853687130390528,neutral,0.6596,,0.0,Southwest,,djknuckles,,0,I have the DM from  if needed,,2015-02-20 11:24:22 -0800,WORLDWIDE,Pacific Time (US & Canada)
5624,568853498726449152,neutral,1.0,,,Southwest,,djknuckles,,0,"hello I was talking with  but it says you moved here, they sent me a voucher but does not work can u help?",,2015-02-20 11:23:37 -0800,WORLDWIDE,Pacific Time (US & Canada)
5625,568853440794730496,neutral,1.0,,,Southwest,,woman4lif,,0,I am following you now.,,2015-02-20 11:23:23 -0800,Northern UT,Mountain Time (US & Canada)
5626,568852204750135296,neutral,1.0,,,Southwest,,woman4lif,,0,I can go.  I want to badly!!!!   I don't know how to DM.  Can I e-mail you?   Help!!!  wmn4life,,2015-02-20 11:18:29 -0800,Northern UT,Mountain Time (US & Canada)
5633,568848795733069824,neutral,0.6733,,,Southwest,,hwalsh22,,0,how oh how do we get tickets! ?!,,2015-02-20 11:04:56 -0800,"Beaverton, OR",
5634,568848068977799168,neutral,0.6925,,,Southwest,,TravelLeaders_,,0,now accepting  Passbook app for boarding passes. App works on  &  not,,2015-02-20 11:02:02 -0800,"Liverpool, NY",Eastern Time (US & Canada)
5641,568842944024875008,neutral,0.6452,,0.0,Southwest,,_Aphmau_,,1,"So that's what happens when your power level goes over 9,000... feet in the air.",,2015-02-20 10:41:41 -0800,,Eastern Time (US & Canada)
5642,568841522663329793,neutral,0.6476,,,Southwest,,capgaznews,,0,CEO Kelly draws record crowd to  Business Partnership breakfast,,2015-02-20 10:36:02 -0800,"Annapolis, MD USA",Eastern Time (US & Canada)
5643,568841522646552576,neutral,0.6294,,,Southwest,,MDGazette,,0,CEO Kelly draws record crowd to  Business Partnership breakfast,,2015-02-20 10:36:02 -0800,Glen Burnie,Quito
5646,568838781907935233,neutral,1.0,,,Southwest,,jscherms,,0,. I will if you can see about moving up my Brother in laws graduation to the 6th.  Thanks.,,2015-02-20 10:25:08 -0800,,Eastern Time (US & Canada)
5647,568836930550534145,neutral,1.0,,,Southwest,,MehtaGoesMeta,,0,will do. Thank you.,,2015-02-20 10:17:47 -0800,"Astoria, New York",Eastern Time (US & Canada)
5648,568836616166313984,neutral,1.0,,,Southwest,,patrickisarobot,,0,"If there are any Imagine Dragons tickets left for tomorrow at 
 here in Utah I would love to go I am available! :)",,2015-02-20 10:16:32 -0800,In my mind,Mountain Time (US & Canada)
5649,568836477099995137,neutral,0.6759,,,Southwest,,mr_deals805,,0,so the fares I see for flights in fall are the ABSOULUTELY LOWEST they will be?,,2015-02-20 10:15:59 -0800,,Arizona
5655,568830255282040832,neutral,1.0,,,Southwest,,leavenodoubt131,,0,I will dm you now,,2015-02-20 09:51:15 -0800,,Tijuana
5658,568829686257623040,neutral,0.6555,,,Southwest,,sincitycomedy,,0,is that,,2015-02-20 09:49:00 -0800,"Las Vegas, NV",Pacific Time (US & Canada)
5659,568829652233428992,neutral,1.0,,,Southwest,,bluefig,,0,Maybe it is just a machine...,,2015-02-20 09:48:52 -0800,"camas, wa",Alaska
5668,568825797613645824,neutral,1.0,,,Southwest,,JuliaMooch1,,0,how do I go on the scavenger hunt if I'm in Boston?,,2015-02-20 09:33:33 -0800,Boston,Eastern Time (US & Canada)
5669,568825542792720385,neutral,1.0,,,Southwest,,Seattle_D,,0,Hi there. We’re flying SWA today. Our son has a peanut allergy. Any way to request the crew not serve peanuts on flight? Thx,,2015-02-20 09:32:32 -0800,Seattle (duh!),Pacific Time (US & Canada)
5673,568821268239089664,neutral,0.6664,,,Southwest,,saMykel,,0,"ha, ha not a make or break for me either way!",,2015-02-20 09:15:33 -0800,"Phoenix, Arizona",Central Time (US & Canada)
5677,568818229461721088,neutral,1.0,,,Southwest,,luoyegongfu,,0,I would.,,2015-02-20 09:03:28 -0800,"Tempe, AZ & World Wide",Tehran
5679,568813302140284928,neutral,1.0,,,Southwest,,JuliaMooch1,,0,can you show me some luv?Its 9 degrees and all this snow but Imdetermined to go to,,2015-02-20 08:43:53 -0800,Boston,Eastern Time (US & Canada)
5680,568812233146404864,neutral,0.6833,,0.0,Southwest,,ProShunks,,0,sent,,2015-02-20 08:39:39 -0800,,
5682,568810642523725824,neutral,1.0,,,Southwest,,CiaoBambino,,0,what number can we use to all from outside the US? Thx,,2015-02-20 08:33:19 -0800,Everywhere,Pacific Time (US & Canada)
5684,568808165636214784,neutral,0.7046,,,Southwest,,matthewhirsch,,0,Thanks! I know the routes you currently have from Newark. I was just wondering if there was any new ones on the horizon,,2015-02-20 08:23:29 -0800,"Hoboken, NJ",Eastern Time (US & Canada)
5689,568803368367366144,neutral,1.0,,,Southwest,,geekstiel,,0,I DMed you :),,2015-02-20 08:04:25 -0800,,Atlantic Time (Canada)
5690,568802316893216769,neutral,1.0,,,Southwest,,Dragons_103,,0,When is the last chance to win  ???,,2015-02-20 08:00:14 -0800,,
5692,568802232004513792,neutral,1.0,,,Southwest,,stacymichael14,,0,I have a flight 2/22  am from Fort Lauderdale to bwi.. Can I Cancelled Flight that flight ? Flight 3458 trip I'd 314505529,,2015-02-20 07:59:54 -0800,,
5693,568802105005346817,neutral,1.0,,,Southwest,,Dragons_103,,0,Do you know when the last chance is?,,2015-02-20 07:59:24 -0800,,
5694,568802037057646594,neutral,1.0,,,Southwest,,_mighty_max_,,0,Larry David works for southwest?,,2015-02-20 07:59:08 -0800,"Raleigh, NC",
5695,568801542322548737,neutral,1.0,,,Southwest,,d4nigirl,,0,flying Southwest for the first time to LGA with a layover in Atlanta!,"[26.08232307, -80.16234879]",2015-02-20 07:57:10 -0800,"Douglaston, NY",Atlantic Time (Canada)
5704,568793782164062208,neutral,1.0,,,Southwest,,Sinatra1979,,0,Who can I contact about requesting a charity donation?,,2015-02-20 07:26:20 -0800,Ohio (by way of Nebraska),Eastern Time (US & Canada)
5706,568788357431447552,neutral,0.6601,,,Southwest,,lot223,,0,what is the status on flight STL-AUS?,,2015-02-20 07:04:46 -0800,,Central Time (US & Canada)
5715,568782761852596225,neutral,0.6542,,,Southwest,,svssywentz,,0,iD is my favorite band and i met my 2bestfriends thanks to them! it would be life changing to see them!,,2015-02-20 06:42:32 -0800,,
5719,568781422804262912,neutral,0.3389,,0.0,Southwest,,wagneraj,,0,"yes, thank you. Just sent DM.",,2015-02-20 06:37:13 -0800,,
5720,568780060720701440,neutral,0.66,,,Southwest,,geekstiel,,0,when is the last chance to get  tickets? I would die of happiness if I won 😭🙏,,2015-02-20 06:31:48 -0800,,Atlantic Time (Canada)
5726,568776728333541376,neutral,0.3469,,0.0,Southwest,,Milwaukette,,0,Can you please follow so I can DM? Thx!,,2015-02-20 06:18:34 -0800,"Milwaukee, WI",Atlantic Time (Canada)
5727,568774192029523969,neutral,1.0,,,Southwest,,tracyannmanning,,0,sent DM,,2015-02-20 06:08:29 -0800,"Suwanee, GA",Pacific Time (US & Canada)
5734,568768874037915648,neutral,0.6426,,0.0,Southwest,,patrickisarobot,,0,I would love to go to the   show tomorrow in Utah at  I've been trying so hard.,,2015-02-20 05:47:21 -0800,In my mind,Mountain Time (US & Canada)
5735,568768837744611328,neutral,0.6904,,,Southwest,,LegendLeng,,0,i hope i can take my selfie stick on the plane today!,,2015-02-20 05:47:12 -0800,,Central Time (US & Canada)
5737,568764097015058432,neutral,1.0,,,Southwest,,andylapin,,0,"it is working on a different device, though. Any help is appreciated.",,2015-02-20 05:28:22 -0800,,Pacific Time (US & Canada)
5748,568753398100692992,neutral,0.6284,,0.0,Southwest,,Kay2run,,0,"Hi! Winter Wx Advisory issued for STL. Snow & Ice & Cold, oh my! Will you issue a travel advisory for that?",,2015-02-20 04:45:51 -0800,St. Louis,Central Time (US & Canada)
5749,568752276040495104,neutral,0.916,,0.0,Southwest,neutral,kalenski,,0,"If a travel advisory is posted for DEN, can I then make changes to my ticket? Anything I need to know before I call?",,2015-02-20 04:41:24 -0800,Denver,Mountain Time (US & Canada)
5756,568658885361438720,neutral,0.6974,,,Southwest,,linkster93,,0,would love to win tickets and take my son to Imagine Dragons in Provo Saturday night.  Crossed fingers.,,2015-02-19 22:30:18 -0800,,
5762,568630779720417280,neutral,1.0,,,Southwest,,HolguinAndy,,0,how about some sweet promo code to help me visit my family!!!.... Please!!!... Lol,"[35.0557688, -78.9702049]",2015-02-19 20:38:37 -0800,,
5767,568622676773703681,neutral,1.0,,,Southwest,,sick_beat_swift,,0,I WANNAA GO TO THE VEGAS SHOW SO BAD ID DOO ANYTHING,,2015-02-19 20:06:25 -0800,,
5775,568613837198340098,neutral,0.6236,,,Southwest,,DSims3,,0,Yes! How about  in San Diego?!?,"[32.80223908, -117.2312804]",2015-02-19 19:31:17 -0800,"San Diego, California",Pacific Time (US & Canada)
5777,568613245839224832,neutral,1.0,,,Southwest,,_YohoKa_,,0,do we get to pick which  show?,,2015-02-19 19:28:56 -0800,a cell tower,Mountain Time (US & Canada)
5785,568605600273141760,neutral,1.0,,,Southwest,,itsjessme_,,0,Can you help me out with tickets to the Vegas event? I would be so stoked!,,2015-02-19 18:58:33 -0800,,Alaska
5786,568605358534447104,neutral,1.0,,,Southwest,,newt_ripley,,0,"I notice that there are separate buttons for \""guitar\"" and actual \""music\"" in this pic. Some bands should take note of this.",,2015-02-19 18:57:36 -0800,"Hollywood, CA",Pacific Time (US & Canada)
5787,568604899870711808,neutral,1.0,,,Southwest,,Karima_Hersi,,0,give me tickets to atlanta! I would do anything!  Anything 😆,,2015-02-19 18:55:46 -0800,"Ottawa,Canada ",Central Time (US & Canada)
5790,568597968405835776,neutral,1.0,,,Southwest,,bhammock,,0,Just realized my Luv Voucher expired today. :( Any chance of getting some luv with an extension? Please?,,2015-02-19 18:28:14 -0800,"Queenstown, MD",Eastern Time (US & Canada)
5803,568586231409475584,neutral,0.6890000000000001,,0.0,Southwest,,Grime145,,0,seems like you could make more money by opening up seats on a more desirable flight.,,2015-02-19 17:41:36 -0800,,Eastern Time (US & Canada)
5809,568581984055906304,neutral,1.0,,,Southwest,,jolexa,,0,I have a roundtrip ticket now and I need to change one leg of the trip (to a nearby airport) - not possible via website?,,2015-02-19 17:24:43 -0800,"Minnesota, USA",Central Time (US & Canada)
5814,568578057293807616,neutral,1.0,,,Southwest,,itsjessme_,,1,Is there any way to get entry to the Las Vegas event to see  perform?,,2015-02-19 17:09:07 -0800,,Alaska
5823,568571242627903488,neutral,1.0,,,Southwest,,hvroberts,,0,good to know. Perhaps it was execution then.,,2015-02-19 16:42:02 -0800,"ÜT: 33.648576,-117.898653",Pacific Time (US & Canada)
5830,568566331169247232,neutral,0.6667,,0.0,Southwest,,mikeroblescomic,,0,DM Sent.,,2015-02-19 16:22:31 -0800,New York City/San Antonio,Central Time (US & Canada)
5831,568565615327227904,neutral,1.0,,,Southwest,,geekstiel,,0,can you please DM me? I have a question for you :),,2015-02-19 16:19:40 -0800,,Atlantic Time (Canada)
5832,568565272824582145,neutral,1.0,,,Southwest,,AdrienneCorn,,0,done.0,,2015-02-19 16:18:19 -0800,Nashville/Franklin,Central Time (US & Canada)
5834,568563324704706560,neutral,0.6769,,0.0,Southwest,,martr152,,0,sent,,2015-02-19 16:10:34 -0800,,
5838,568560904469684224,neutral,0.6559,,0.0,Southwest,,wclsc59,,0,will you please work out a contract with  to offer service there..,,2015-02-19 16:00:57 -0800,johnson city tn,
5839,568559381295407104,neutral,0.6905,,,Southwest,,geekstiel,,0,please reply to my DM ♥️,,2015-02-19 15:54:54 -0800,,Atlantic Time (Canada)
5840,568559216912416768,neutral,1.0,,,Southwest,,martr152,,0,you're going to compensate us for the two plane changes in Atlanta right?,,2015-02-19 15:54:15 -0800,,
5843,568556874439790594,neutral,1.0,,,Southwest,,Traceyd14,,0,How do I enter passport information on an existing reservation before check in?,,2015-02-19 15:44:56 -0800,,
5844,568555484589871105,neutral,0.6871,,,Southwest,,itsjessme_,,0,Any way you can help with entry to Vegas event? My Boyfriend & I have been  fans since 2009. They are awesome!,,2015-02-19 15:39:25 -0800,,Alaska
5846,568552809555103744,neutral,1.0,,,Southwest,,AgroEquipment,,0,to the rescue. Sundown in Chicago. Next stop San Antonio!,,2015-02-19 15:28:47 -0800,"Uvalde, TX",Central Time (US & Canada)
5855,568543965026390016,neutral,1.0,,,Southwest,,shayhooke,,1,iPhone App Adds Passbook Support,,2015-02-19 14:53:38 -0800,,Pacific Time (US & Canada)
5856,568543722943614976,neutral,0.6804,,,Southwest,,geekstiel,,0,do you have any tickets to the Atlanta show? I would love to go with my sister ♥️🙏,,2015-02-19 14:52:41 -0800,,Atlantic Time (Canada)
5857,568542896539873281,neutral,1.0,,,Southwest,,pancho_joe,,0,"“  No, no, you must've heard us wrong. Sweet mixtape,though\"" 4 the record,I didn't leave the 80's, the 80's left me",,2015-02-19 14:49:24 -0800,"McKinney, Texas",
5866,568536883199746048,neutral,1.0,,,Southwest,,PLLMyObsessionn,,0,yes please,,2015-02-19 14:25:30 -0800,We know all so follow -A,
5870,568531207459221506,neutral,1.0,,,Southwest,,sammi_jon3s,,1,please help me and my best friend get tickets to  we have so much to thank them for....,,2015-02-19 14:02:57 -0800,,
5871,568531187481706496,neutral,1.0,,,Southwest,,livvyports16,,1,is there any way me & my best friend could get tickets to  ? they mean everything in the world to us.,,2015-02-19 14:02:52 -0800,,
5872,568531043805999104,neutral,1.0,,,Southwest,,sammi_jon3s,,0,and I became best friends Bcuz of  is there any other way?,,2015-02-19 14:02:18 -0800,,
5876,568526769373859841,neutral,0.6709,,,Southwest,,DSauvinet,,0,"CEO Gary Kelly, \""You all are absolutely my heroes!\""",,2015-02-19 13:45:19 -0800,Washington DC,
5877,568525573175136256,neutral,1.0,,,Southwest,,PeterQuintas,,0,"*any site*?   gmail, facebook, etc.",,2015-02-19 13:40:33 -0800,Tampa Bay (Chicago native),Quito
5883,568519360953716736,neutral,1.0,,,Southwest,,MikeWJZ,,1,Pres/CEO Gary Kelly at  addressing 2000 of his BWI based employees.,"[39.28859449, -76.61832385]",2015-02-19 13:15:52 -0800,schuhm@wjz.com,Eastern Time (US & Canada)
5885,568518406959312897,neutral,1.0,,,Southwest,,stefughknee,,0,when can I start Flight Booking Problems for next years super bowl time? 😩,,2015-02-19 13:12:05 -0800,,
5886,568515166410653696,neutral,0.6659,,,Southwest,,Erinopie,,0,will you ever have a nonstop from  to  We'll take  or  too! Pleaseeeeee thank you!,,2015-02-19 12:59:12 -0800,"Silicon Valley, CA",Pacific Time (US & Canada)
5890,568511254530101248,neutral,1.0,,,Southwest,,krisnaturally,,0,thank you. Please follow and I will send.,,2015-02-19 12:43:40 -0800,"Boca Raton, FL",Eastern Time (US & Canada)
5893,568506661373145089,neutral,1.0,,,Southwest,,MixMasterDJSrv,,0,"any idea if there will be any \""spring sales\"" soon for travel from Late Flight August to early September? Going from PA to LAX.","[41.24222981, -77.02647239]",2015-02-19 12:25:25 -0800,"Williamsport, Pa",Eastern Time (US & Canada)
5896,568502870435336192,neutral,0.6774,,,Southwest,,1KingMeech,,0,just announced non-stop flights to Dallas from Columbus. Well next time  best you'll have less time airport hopin 😂😂,,2015-02-19 12:10:21 -0800,Somewhere living life....,Central Time (US & Canada)
5902,568495924135235585,neutral,1.0,,,Southwest,,pancho_joe,,0,"“  we'd still be rocking out to this chart-topping hit\"". What?  The 80's are over?",,2015-02-19 11:42:45 -0800,"McKinney, Texas",
